No.;Kimberlite_Occurrence;Country;Longitude;Latitude;Geochronology_Method_(minerals_etc);Geochronology_Method_(isotope_system);Age
50;Gollapalle_West;India;77.6333;14.5139;Phlogopite;U-Th-Pb;1167
51;Wadagera;India;77.23461;16.65937;Phlogopite;Ar-Ar;1160
52;Himlapur;India;77.32709;16.84803;Phlogopite;Rb-Sr;1160
53;Chintalampalle;India;77.46443;15.0466;Phlogopite;Ar-Ar;1157
54;Maddur;India;77.59595;16.83943;Perovskite;U-Th-Pb;1156
58;Wajrakarur-02;India;77.2;14.9;Phlogopite/Biotite;K-Ar;1153
65;Kotakonda;India;77.68145;16.77325;Phlogopite;Ar-Ar;1144
66;Kim0046;India;77.10999;16.82606;Phlogopite;Ar-Ar;1143
68;Perapalli;India;77.50306;16.77092;Perovskite;U-Th-Pb;1141
69;Basureddipalle;India;77.59161;16.72571;Perovskite;U-Th-Pb;1140
70;Kim0046;India;77.10999;16.82606;Phlogopite;Rb-Sr;1140
71;Chigicherla-02;India;77.67978;14.52627;Perovskite;U-Th-Pb;1131
73;Nazarapur;India;77.39939;16.82692;Phlogopite;Ar-Ar;1129
75;Wajrakurur_East;India;77.40445;15.02285;Perovskite;U-Th-Pb;1129
76;Gollapalle_East;India;77.63612;14.51882;Perovskite;U-Th-Pb;1128
77;Wadagera;India;77.23461;16.65937;Phlogopite;Rb-Sr;1128
78;Gaddisugur;India;77.11787;16.66466;Phlogopite;Ar-Ar;1127
79;Gaddisugur;India;77.11787;16.66466;Phlogopite;Rb-Sr;1125
80;Kotakonda;India;77.68145;16.77325;Perovskite;U-Th-Pb;1125
81;Venkatampalli-07;India;77.3708;14.9333;Perovskite;U-Th-Pb;1125
82;Wajrakurur_East;India;77.40445;15.02285;Perovskite;U-Th-Pb;1124
84;Narayanpet-01;India;77.49727;16.77047;Perovskite;U-Th-Pb;1123
85;Belagera;India;77.11736;16.94503;Phlogopite;Rb-Sr;1120
86;Gollapalle_West;India;77.62129;14.51547;Perovskite;U-Th-Pb;1120
87;Tummatapalle;India;77.30205;14.84144;Perovskite;U-Th-Pb;1117
88;Wajrakarur-01;India;77.38725;15.03366;Whole_Rock+Mineral;Rb-Sr;1116
91;Muligiripalle-05;India;77.3083;14.85;Phlogopite;Ar-Ar;1113
93;Tummatapalle;India;77.30205;14.84144;Phlogopite;Rb-Sr;1111
95;Himlapur;India;77.32709;16.84803;Phlogopite;Ar-Ar;1109
96;Kalyandurg-03;India;76.96425;14.56546;Perovskite;U-Th-Pb;1109
97;Tummatapalle;India;77.30205;14.84144;Phlogopite;Ar-Ar;1105
99;Gollapalle_East;India;77.63612;14.51882;Perovskite;U-Th-Pb;1103
100;Gollapalle_West;India;77.62129;14.51547;Perovskite;U-Th-Pb;1101
102;551_081_X0001;India;77.39928;16.82201;Phlogopite;Ar-Ar;1098
103;551_081_X0099;India;77.42108;16.83367;Phlogopite;Ar-Ar;1098
104;Bewanahalli;India;77.31485;16.84027;Phlogopite;Ar-Ar;1098
105;Domargidda;India;77.4986;16.8181;Phlogopite;Ar-Ar;1098
106;Goudagera_Tanda;India;77.23461;16.65937;Phlogopite;Ar-Ar;1098
107;Gurmatkal;India;77.4333;16.8417;Phlogopite;Ar-Ar;1098
108;Lattavaram-03;India;77.2833;14.925;Perovskite;U-Th-Pb;1098
109;Mudalabad;India;77.50391;16.79588;Phlogopite;Rb-Sr;1098
110;Nazarapur;India;77.39939;16.82692;Phlogopite;Rb-Sr;1098
111;Putak;India;77.45681;16.82028;Phlogopite;Rb-Sr;1098
112;Sajanapur;India;77.4917;16.825;Phlogopite;Rb-Sr;1098
113;Shivapur;India;77.27379;16.86309;Phlogopite;Rb-Sr;1098
114;Udimilgidda;India;77.47557;16.81806;Phlogopite;Rb-Sr;1098
115;Yagapur;India;77.09407;16.90979;Phlogopite;Rb-Sr;1098
116;Yampahad;India;77.27883;16.84949;Phlogopite;Rb-Sr;1098
118;Gollapalle_East;India;77.63612;14.51882;Phlogopite;Rb-Sr;1094
119;Wajrakarur-02;India;77.2;14.9;Phlogopite;Rb-Sr;1094
120;Muligiripalle-05;India;77.3083;14.85;Phlogopite;Rb-Sr;1093
121;Siddanapalle_Tanda;India;77.55427;16.19094;Zircon;U-Th-Pb;1093
122;Siddanapalle_Tanda;India;77.55427;16.19094;Perovskite;U-Th-Pb;1093
123;Kottakunta;India;77.3708;15.0264;Phlogopite;Rb-Sr;1092
124;Anumapalle;India;77.50457;14.98968;Phlogopite;Rb-Sr;1091
125;Chintalampalle;India;77.4611;15.0389;Phlogopite;Rb-Sr;1091
126;Dibbasani;India;77.4708;14.9861;Phlogopite;Rb-Sr;1091
127;Lambadithanda;India;77.2917;14.9208;Phlogopite;Rb-Sr;1091
128;Venkatampalli-07;India;77.3708;14.9333;Phlogopite;Rb-Sr;1091
129;Wajrakarur-01;India;77.38725;15.03366;Phlogopite;Rb-Sr;1091
131;Maddur;India;77.59595;16.83943;Zircon;U-Th-Pb;1085
132;Abhangapur;India;77.6333;16.7639;Zircon;U-Th-Pb;1084
133;Bommanpahad;India;77.5833;16.7528;Zircon;U-Th-Pb;1084
134;Duppatghat;India;77.6889;16.8139;Zircon;U-Th-Pb;1084
135;Gokapasalwad;India;77.60407;16.95063;Zircon;U-Th-Pb;1084
136;Kazipur;India;77.5799;16.86846;Zircon;U-Th-Pb;1084
137;Koilkonda;India;77.57594;16.7819;Zircon;U-Th-Pb;1084
138;Kotakonda;India;77.68145;16.77325;Phlogopite;Rb-Sr;1084
139;Maddur-02;India;77.6439;16.83483;Zircon;U-Th-Pb;1084
140;Maddur-03;India;77.6306;16.8306;Zircon;U-Th-Pb;1084
141;Maddur-04;India;77.63095;16.83091;Zircon;U-Th-Pb;1084
142;Mominapur;India;77.6268;16.80381;Zircon;U-Th-Pb;1084
143;Narayanpet-01;India;77.49727;16.77047;Zircon;U-Th-Pb;1084
144;Perapalli;India;77.50306;16.77092;Zircon;U-Th-Pb;1084
145;Ramannapalle;India;77.6944;16.7708;Zircon;U-Th-Pb;1084
146;SW_Maddur;India;77.6505;16.8349;Zircon;U-Th-Pb;1084
147;Vinjamur;India;77.6861;16.7639;Zircon;U-Th-Pb;1084
149;Muligiripalle-05;India;77.3083;14.85;Perovskite;U-Th-Pb;1079
152;551_081_X0004;India;77.40913;16.82871;Phlogopite;Ar-Ar;1052
156;Lattavaram-03;India;77.2833;14.925;Phlogopite;K-Ar;968
157;Lattavaram-04;India;77.2917;14.942;Phlogopite;Sm-Nd;940
158;Jungel-01;India;82.7833;24.525;Whole_Rock;K-Ar;919
1012;Bahradih-01;India;82.20111;20.21575;Clinopyroxene;Ar-Ar;74
1013;Kodomali;India;82.23965;20.18946;Clinopyroxene;Ar-Ar;74
1014;Payalikhand_West;India;82.3333;20.1667;Clinopyroxene;Ar-Ar;74
1046;Bahradih-01;India;82.19933;20.215;Phlogopite;Ar-Ar;67
1050;Bahradih-01;India;82.19933;20.215;Perovskite;U-Th-Pb;65
1054;Kodomali;India;82.23787;20.18945;Phlogopite;Ar-Ar;64
1061;Kodomali;India;82.23787;20.18945;Perovskite;U-Th-Pb;62
588;Ramatselisos_Gate;Lesotho;28.9425;-30.0425;Zircon;U-Th-Pb;150
819;Matsoku;Lesotho;28.738;-29.067;Perovskite;U-Th-Pb;95
828;Kao;Lesotho;28.63;-29.026;Perovskite;U-Th-Pb;94
832;Lipelaneng_Area;Lesotho;29;-28.75;Perovskite;U-Th-Pb;94
841;Ngopetsoeu;Lesotho;27.6359;-29.2955;Perovskite;U-Th-Pb;92
846;Letseng_La_Terae_Satellite;Lesotho;28.867;-29.006;Perovskite;U-Th-Pb;92
852;Liqhobong;Lesotho;28.622;-28.985;Perovskite;U-Th-Pb;91
855;Letseng_La_Terae_Satellite;Lesotho;28.867;-29.006;Zircon;U-Th-Pb;91
872;Kao;Lesotho;28.63;-29.026;Whole_Rock;U-Th-Pb;89
873;Thabo_Putsoa-01;Lesotho;28.662;-28.914;Perovskite;U-Th-Pb;89
878;Kao;Lesotho;28.63;-29.026;Perovskite;U-Th-Pb;89
914;Mothae;Lesotho;28.834;-28.971;Zircon;U-Th-Pb;87
161;Weasua-K1;Liberia;-10.47825;7.2965;Phlogopite;Ar-Ar;841
169;Weasua-K2;Liberia;-10.47858;7.31289;Phlogopite;Ar-Ar;791
94;Sekonomata;Mali;-11.175;13.0083;Phlogopite/Biotite;Rb-Sr;1110
192;Kobato;Mali;-11.1417;12.9875;Phlogopite/Biotite;Rb-Sr;600
567;Rex-01;Mauritania;-8.8834;22.7668;Apatite;U-Th-Pb;154
636;TX3;Mozambique;35.02058;-12.55835;Phlogopite;Rb-Sr;140
637;TX3;Mozambique;35.02017;-12.55809;Phlogopite;Rb-Sr;139
234;Vredenhof-03;Namibia;18.8597;-27.6233;Phlogopite/Biotite;Rb-Sr;541
239;Ondermatje-01;Namibia;19.4375;-28.3625;Perovskite;U-Th-Pb;538
253;Ondermatje-01;Namibia;19.4375;-28.3625;Phlogopite/Biotite;Rb-Sr;525
255;Uitkomst-04;Namibia;18.9106;-27.7161;Phlogopite/Biotite;Ar-Ar;524
263;Uitkomst-05;Namibia;18.9175;-27.7089;Phlogopite/Biotite;Ar-Ar;514
270;Ondermatje-01;Namibia;19.4375;-28.3625;Phlogopite/Biotite;Rb-Sr;507
276;Grunau_SW16;Namibia;18.2;-27.95;Whole_Rock;K-Ar;500
304;Jericho-01;Namibia;19.7819;-28.3153;Perovskite;U-Th-Pb;440
322;Onverwag-01;Namibia;18.1481;-27.7017;Whole_Rock;K-Ar;392
388;Grabwasser-02;Namibia;18.2653;-27.6492;Whole_Rock;K-Ar;317
389;Nakop;Namibia;19.95;-28.0667;Perovskite;U-Th-Pb;314
734;Berseba_Reserve-12;Namibia;17.6778;-25.6792;Whole_Rock;K-Ar;116
991;Berseba_Reserve-06;Namibia;17.5725;-25.7192;Whole_Rock+Mineral;Rb-Sr;78
999;Anis_Kuibub;Namibia;17.8147;-24.9806;Phlogopite/Biotite;Rb-Sr;76
1000;Jericho-01;Namibia;19.7819;-28.3153;Phlogopite/Biotite;Rb-Sr;76
1020;Gibeon_Reserve-03;Namibia;17.8011;-24.9931;Whole_Rock+Mineral;Rb-Sr;73
1025;Berseba_Reserve-01;Namibia;17.5581;-25.6856;Whole_Rock+Mineral;Rb-Sr;72
1026;Berseba_Reserve-10;Namibia;17.5364;-25.6744;Whole_Rock+Mineral;Rb-Sr;72
1027;Hanaus-01;Namibia;17.7089;-25.2392;Whole_Rock+Mineral;Rb-Sr;72
1047;Deutsche_Erde-01;Namibia;17.7403;-25.4811;Zircon;U-Th-Pb;67
1055;Rietkuil-02;Namibia;17.5997;-25.0817;Whole_Rock;Rb-Sr;64
1065;Mukorob-01;Namibia;18.1622;-25.4861;Zircon;U-Th-Pb;61
1066;Stolzenfels-01;Namibia;19.675;-28.4889;Perovskite;U-Th-Pb;61
1077;Uitkoms-04;Namibia;16.4111;-24.8694;Phlogopite/Biotite;Rb-Sr;59
1092;Zaris-01;Namibia;16.4058;-24.9058;Phlogopite/Biotite;Rb-Sr;55
12;Kimozero-01;Russia;35.1124;62.3829;Zircon;U-Th-Pb;1986
13;Kimozero;Russia;35.1124;62.3829;Zircon;U-Th-Pb;1919
20;Shchorskaya;Russia;33.6607;48.3913;Phlogopite;Ar-Ar;1743
181;Leningradskaya;Russia;112.6767;66.3087;Zircon;U-Th-Pb;670
195;Lomonovskaya;Russia;41.0673;65.3678;Clinopyroxene;Ar-Ar;591
227;Grib;Russia;41.4263;65.5066;Phlogopite;Ar-Ar;550
281;Pomorskaya;Russia;41.0849;65.3476;Perovskite;U-Th-Pb;490
282;Amakinskaya;Russia;113.774;62.4369;Zircon;Fission_Track;486
289;Podsnezhnaya;Russia;119.2976;70.2278;Zircon;Fission_Track;475
307;XXIII_Sezda_KPSS;Russia;113.7886;62.4505;Zircon;Fission_Track;433
308;Aerogeologicheskaya;Russia;119.049;69.1069;Phlogopite/Biotite;Rb-Sr;432
310;Anomaly-05;Russia;116.5154;69.0249;Zircon;U-Th-Pb;430
311;Flogopitovaya;Russia;119.6353;69.8;Phlogopite/Biotite;Rb-Sr;428
312;Anomaly-152;Russia;117.2793;69.0344;Zircon;U-Th-Pb;420
313;Babye_Leto;Russia;116.8042;69.1258;Zircon;U-Th-Pb;420
314;Ukukit;Russia;116.9091;68.7957;Zircon;U-Th-Pb;420
315;Perevalnaya_II;Russia;117.1696;68.4571;Phlogopite/Biotite;Rb-Sr;405
317;Vostok-06;Russia;119.9369;70.0771;Phlogopite/Biotite;Rb-Sr;400
318;Belka;Russia;120.0244;70.0004;Phlogopite/Biotite;Rb-Sr;397
319;Tayozhnaya;Russia;113.7478;62.3726;Zircon;Fission_Track;397
321;Operyayuschaya;Russia;119.9807;69.9914;Phlogopite/Biotite;Rb-Sr;394
323;Letnyaya_Z;Russia;112.7255;66.4149;Zircon;Fission_Track;392
325;Pionerskaya;Russia;41.0533;65.3271;Clinopyroxene;Ar-Ar;390
327;Nemagnitnaya;Russia;119.3289;70.2166;Zircon;Fission_Track;387
329;Kollektivnaya;Russia;111.4462;66.1969;Zircon;Fission_Track;385
331;Yuzhnaya;Russia;37.9292;47.5899;Whole_Rock+Mineral;Rb-Sr;385
332;Vovolaspynskaya-01;Russia;37.89;47.5982;Whole_Rock+Mineral;Rb-Sr;383
335;Snezhinka;Russia;116.8798;68.3648;Phlogopite/Biotite;Rb-Sr;381
336;Turisticheskaya;Russia;117.5;70;Phlogopite/Biotite;Rb-Sr;381
338;Botuobinskaya;Russia;116.95;65.15;Phlogopite;Ar-Ar;380
339;Nyurbinskaya;Russia;116.9726;65.2102;Phlogopite;Ar-Ar;380
340;Operatorskaya-02;Russia;119.999;70.0254;Phlogopite/Biotite;Rb-Sr;380
342;Chomur;Russia;116.7477;68.2982;Zircon;Fission_Track;377
343;Operatorskaya-01;Russia;119.9837;70.0039;Phlogopite/Biotite;Rb-Sr;377
345;Perm;Russia;112.5705;70.3324;Phlogopite/Biotite;Rb-Sr;376
346;Kosmos;Russia;119.905;70.0066;Phlogopite/Biotite;Rb-Sr;375
347;Perevalnaya_III;Russia;117.1706;68.4442;Phlogopite/Biotite;Rb-Sr;375
348;Rassvet;Russia;117.5;68;Zircon;Fission_Track;374
349;Udachnaya;Russia;112.3147;66.4445;Phlogopite/Biotite;Rb-Sr;373
350;Grib;Russia;41.4263;65.5066;Phlogopite/Biotite;Rb-Sr;372
351;Zagadochnaya-1&2;Russia;112.2136;66.2193;Zircon;Fission_Track;370
352;Internatsionalnaya;Russia;113.7185;62.4535;Zircon;Fission_Track;368
353;Svetlaya;Russia;111.463;66.2001;Zircon;Fission_Track;368
355;Mir;Russia;114.0217;62.53;Phlogopite/Biotite;Rb-Sr;367
356;Udachnaya;Russia;112.3147;66.4445;Perovskite;U-Th-Pb;367
357;Vympel;Russia;113.8053;68.6985;Zircon;Fission_Track;367
358;Iskorka;Russia;111.3768;66.1888;Zircon;Fission_Track;363
359;325_Let_Yakutii;Russia;114.7151;67.1915;Zircon;Fission_Track;362
360;Suvenir;Russia;111.5034;65.901;Perovskite;U-Th-Pb;362
361;Amakinskaya;Russia;113.774;62.4369;Rutile;U-Th-Pb;361
363;Aerosyomochnaya;Russia;112.4057;66.345;Perovskite;U-Th-Pb;359
364;Poiskovaya-01;Russia;120.9993;70.6318;Perovskite;U-Th-Pb;359
365;Dachnaya;Russia;113.985;62.4687;Zircon;Fission_Track;358
366;Druzhba;Russia;116.1529;68.1877;Perovskite;U-Th-Pb;358
367;Yubileynaya;Russia;111.2196;66.0092;Zircon;U-Th-Pb;358
368;Komsomolskaya;Russia;111.6936;66.0203;Phlogopite;Rb-Sr;357
369;Polyarnaya;Russia;112.5014;66.4466;Perovskite;U-Th-Pb;357
370;Tayozhnaya;Russia;113.7478;62.3726;Titanite;U-Th-Pb;357
371;Zarnitsa;Russia;112.6688;66.4365;Perovskite;U-Th-Pb;357
372;Yubileynaya;Russia;111.2196;66.0092;Perovskite;U-Th-Pb;356
373;Dalnaya;Russia;112.4818;66.2337;Perovskite;U-Th-Pb;355
374;Novinka;Russia;114.67;67.2013;Perovskite;U-Th-Pb;355
375;Sytykanskaya;Russia;111.6758;66.1782;Perovskite;U-Th-Pb;349
376;Svetlaya;Russia;116.7594;68.2832;Zircon;U-Th-Pb;344
377;Malvina;Russia;119.3246;70.1467;Phlogopite/Biotite;Rb-Sr;341
378;Udachnaya;Russia;112.3147;66.4445;Phlogopite/Biotite;Rb-Sr;339
380;Pero;Russia;119.3463;70.137;Phlogopite/Biotite;Rb-Sr;332
382;Mastakhskaya;Russia;112.6112;66.4159;Zircon;Fission_Track;329
383;Bezymyannaya-01;Russia;120.6363;70.0051;Phlogopite/Biotite;Rb-Sr;326
385;Karpinsky-I;Russia;41.0225;65.3025;Kelyphite_after_Garnet;Ar-Ar;323
390;Karpinsky-II;Russia;41.0318;65.3048;Clinopyroxene;Ar-Ar;305
415;Ulakhan_Luchakan;Russia;115.0936;68.9666;Perovskite;U-Th-Pb;245
427;Universiteitskaya;Russia;113.8292;68.7327;Zircon;Fission_Track;238
434;Pozdnyaya;Russia;112.5;70;Zircon;Fission_Track;236
442;Dyuimovochka-2;Russia;Perovskite;U-Th-Pb;229;0;0
447;Khatyryk-3;Russia;Perovskite;U-Th-Pb;224;0;0
448;Malo_Kuonamskaya;Russia;113.4576;68.9067;Zircon;Fission_Track;223
478;S1-dyke;Russia;Perovskite;U-Th-Pb;193;0;0
479;S1-stock;Russia;Perovskite;U-Th-Pb;193;0;0
484;Evrika;Russia;112.5526;66.4062;Phlogopite/Biotite;Rb-Sr;186
518;Marichka;Russia;117.5;70;Zircon;Fission_Track;171
525;Montichellitovaya;Russia;117.5;70;Perovskite;U-Th-Pb;170
529;Irina;Russia;121.1351;70.7726;Zircon;Fission_Track;165
532;Slyudyanka;Russia;120.7761;70.6891;Perovskite;U-Th-Pb;161
535;Otkrytaya;Russia;121.1158;70.5114;Perovskite;U-Th-Pb;160
536;Ruslovaya;Russia;120.5702;70.5267;Phlogopite/Biotite;Rb-Sr;160
540;Velikan-02;Russia;120.5648;70.544;Perovskite;U-Th-Pb;159
544;Zhila;Russia;121.4022;70.5823;Zircon;Fission_Track;158
547;Dyanga;Russia;121.417;70.5414;Phlogopite;Rb-Sr;157
548;Pyatnitsa;Russia;120.726;70.6696;Zircon;Fission_Track;157
568;Muza;Russia;121.1477;70.7892;Zircon;Fission_Track;154
573;Tokur;Russia;121.1464;70.7804;Zircon;Fission_Track;153
580;Obnazhyonnaya;Russia;120.5271;70.5327;Phlogopite/Biotite;Rb-Sr;152
581;Polyarnaya;Russia;112.5014;66.4466;Phlogopite/Biotite;Rb-Sr;152
589;Khrizolitovaya;Russia;117.5;70;Zircon;Fission_Track;150
596;Murun-01;Russia;119.08875;58.35453;Phlogopite/Biotite;Rb-Sr;149
598;Montichellitovaya;Russia;117.5;70;Perovskite;U-Th-Pb;148
604;Slyudyanka;Russia;120.7761;70.6891;Zircon;Fission_Track;147
691;Velikan-01;Russia;120.5531;70.5409;Perovskite;U-Th-Pb;128
704;Molodo;Russia;117.5;70;Zircon;Fission_Track;125
19;Zero;South_Africa;23.72145;-27.28217;Perovskite;U-Th-Pb;1835
21;Helpmekaar_Gr;South_Africa;23.59735;-27.55156;Perovskite;U-Th-Pb;1705
22;Bathlaros;South_Africa;23.31704;-27.29467;Whole_Rock+Mineral;Rb-Sr;1695
23;Elston-01;South_Africa;23.621;-27.219;Perovskite;U-Th-Pb;1674
24;Elston-01;South_Africa;23.621;-27.219;Phlogopite/Biotite;Rb-Sr;1674
26;Bathlaros;South_Africa;23.31704;-27.29467;Perovskite;U-Th-Pb;1647
27;Zero;South_Africa;23.72145;-27.28217;Phlogopite;Ar-Ar;1643
29;White_Ladies;South_Africa;23.866;-27.268;Perovskite;U-Th-Pb;1626
41;Helpmekaar_Gr;South_Africa;23.59735;-27.55156;Perovskite;U-Th-Pb;1303
43;Ngulube-01;South_Africa;28.0116;-21.4831;Zircon;U-Th-Pb;1217
46;Goudini;South_Africa;26.2;-25.2833;Whole_Rock;Sm-Nd;1190
49;Premier;South_Africa;28.5153;-25.6736;Clinopyroxene;Rb-Sr;1180
55;Mwenezi-01;South_Africa;30.6425;-21.5942;Phlogopite/Biotite;Rb-Sr;1156
56;National;South_Africa;28.5247;-25.7583;Phlogopite/Biotite;Rb-Sr;1155
57;Premier;South_Africa;28.5153;-25.6736;Perovskite;U-Th-Pb;1154
60;Premier;South_Africa;28.5153;-25.6736;Perovskite;U-Th-Pb;1151
61;Premier;South_Africa;28.5153;-25.6736;Perovskite;U-Th-Pb;1150
63;National;South_Africa;28.5247;-25.7583;Perovskite;U-Th-Pb;1149
74;Mwenezi-01;South_Africa;30.6425;-21.5942;Perovskite;U-Th-Pb;1129
89;Mwenezi-05;South_Africa;30.6486;-21.5777;Perovskite;U-Th-Pb;1115
92;Mwenezi-04;South_Africa;30.6516;-21.5752;Perovskite;U-Th-Pb;1112
150;Premier;South_Africa;28.5153;-25.6736;Perovskite;U-Th-Pb;1078
159;Triangle-05;South_Africa;31.08847;-21.20494;Kelyphite_after_Garnet;Ar-Ar;886
167;Schuller-01;South_Africa;28.5303;-25.76088;Perovskite;U-Th-Pb;799
173;Prospect-01;South_Africa;28.89168;-19.78978;Phlogopite;Ar-Ar;750
180;Mwenezi-02;South_Africa;30.6475;-21.5793;Phlogopite;Ar-Ar;670
187;Dartmouth;South_Africa;28.3191;-22.99937;Perovskite;U-Th-Pb;634
189;Venetia-02;South_Africa;29.31643;-22.43211;Perovskite;U-Th-Pb;631
193;Wessels;South_Africa;28.96731;-19.8114;Phlogopite;Ar-Ar;600
205;Beitbridge-01;South_Africa;29.8808;-22.17;Perovskite;U-Th-Pb;583
213;Venetia-01;South_Africa;29.3214;-22.434;Perovskite;U-Th-Pb;572
226;Mbizi-02;South_Africa;31.0695;-21.1683;Phlogopite;Ar-Ar;550
229;Venetia-13;South_Africa;29.3252;-22.4341;Perovskite;U-Th-Pb;549
232;Mbizi-02;South_Africa;31.0695;-21.1683;Clinopyroxene;Ar-Ar;542
235;Colossus;South_Africa;28.87624;-19.79117;Perovskite;U-Th-Pb;540
236;Venetia-01;South_Africa;29.3214;-22.434;Perovskite;U-Th-Pb;540
238;Sese-01;South_Africa;30.6705;-20.5006;Phlogopite/Biotite;Rb-Sr;538
241;Mwenezi-01;South_Africa;30.6425;-21.5942;Clinopyroxene;Ar-Ar;536
244;Beitbridge-01;South_Africa;29.8808;-22.17;Clinopyroxene;Ar-Ar;535
245;Beitbridge-01;South_Africa;29.8808;-22.17;Phlogopite;Ar-Ar;535
246;Venetia-04;South_Africa;29.32903;-22.43501;Whole_Rock+Mineral;Rb-Sr;533
251;Colossus;South_Africa;28.87624;-19.79117;Phlogopite;Ar-Ar;529
252;Mooikloof;South_Africa;28.258;-22.94657;Phlogopite/Biotite;Rb-Sr;528
254;Venetia-03;South_Africa;29.31303;-22.42941;Perovskite;U-Th-Pb;525
258;Mooikloof;South_Africa;28.2583;-22.9458;Perovskite;U-Th-Pb;522
259;Venetia-07;South_Africa;29.31703;-22.43561;Perovskite;U-Th-Pb;522
260;Mooikloof;South_Africa;28.2583;-22.9458;Perovskite;U-Th-Pb;521
261;Mooikloof;South_Africa;28.2583;-22.9458;Phlogopite/Biotite;Rb-Sr;520
262;Venetia-01;South_Africa;29.32113;-22.43481;Phlogopite/Biotite;Ar-Ar;519
265;The_Oaks;South_Africa;28.3186;-22.95437;Kelyphite_after_Garnet;Ar-Ar;512
266;Venetia-01;South_Africa;29.3214;-22.434;Phlogopite/Biotite;Rb-Sr;511
268;The_Oaks;South_Africa;28.3186;-22.95437;Phlogopite/Biotite;Rb-Sr;509
269;The_Oaks;South_Africa;28.3186;-22.95437;Phlogopite/Biotite;Rb-Sr;508
271;The_Oaks;South_Africa;28.3186;-22.95437;Phlogopite/Biotite;Ar-Ar;507
272;Colossus;South_Africa;28.87624;-19.79117;Phlogopite/Biotite;Rb-Sr;502
273;Colossus;South_Africa;28.87624;-19.79117;Phlogopite/Biotite;Rb-Sr;502
277;Dartmouth;South_Africa;28.3191;-22.99937;Phlogopite/Biotite;Rb-Sr;500
278;Murowa;South_Africa;30.3983;-20.4749;Zircon;U-Th-Pb;500
280;The_Oaks;South_Africa;28.3189;-22.9536;Phlogopite/Biotite;Rb-Sr;493
309;Mbizi-02;South_Africa;31.0695;-21.1683;Kelyphite_after_Garnet;Ar-Ar;431
354;Hardie;South_Africa;20.7889;-32.5128;Perovskite;U-Th-Pb;367
381;Hartebeesfontein;South_Africa;29.3193;-24.2214;Clinopyroxene;Ar-Ar;330
459;Palmietgat_Central;South_Africa;28.3769;-25.1053;Phlogopite/Biotite;Ar-Ar;210
466;Ontevreden;South_Africa;26.7417;-25.41;Phlogopite;Ar-Ar;204
469;Malgas;South_Africa;29.2388;-24.5006;Clinopyroxene;Ar-Ar;200
