No.;Kimberlite_Occurrence;Country;Longitude;Latitude;Geochronology_Method_(minerals_etc);Geochronology_Method_(isotope_system);Age
470;X096;South_Africa;26.6741;-24.6066;Phlogopite;Ar-Ar;200
477;Clarkton;South_Africa;29.3578;-30.0061;Zircon;U-Th-Pb;194
493;Markt_Gr;South_Africa;22.3652;-30.2555;Phlogopite/Biotite;Ar-Ar;181
497;Marondera-01;South_Africa;31.39;-17.9013;Amphibole;Ar-Ar;179
498;Droogfontein-01;South_Africa;22.26919;-31.64742;Phlogopite/Biotite;Rb-Sr;178
528;Palmietgat_Central;South_Africa;28.3769;-25.1053;Perovskite;U-Th-Pb;165
534;Frischgewaagd;South_Africa;29.3399;-24.2328;Phlogopite;Ar-Ar;160
539;Klipfontein-03;South_Africa;24.0972;-28.4041;Whole_Rock+Mineral;Rb-Sr;159
543;Palmietgat_West;South_Africa;28.3672;-25.10672;Perovskite;U-Th-Pb;158
545;Palmietgat_Central;South_Africa;28.3769;-25.1053;Phlogopite;Ar-Ar;157
546;X081;South_Africa;26.7554;-24.5686;Phlogopite;Ar-Ar;157
562;Marsfontein-M1;South_Africa;29.2921;-24.2404;Phlogopite;Ar-Ar;155
572;Zeekoegat-01;South_Africa;27.39157;-25.25281;Perovskite;U-Th-Pb;153
579;Mzongwana;South_Africa;29;-30.1111;Phlogopite/Biotite;Rb-Sr;152
595;X061;South_Africa;27.5024;-24.186;Phlogopite;Ar-Ar;149
608;Koidu_Pipe-02;South_Africa;-10.965;8.6333;Phlogopite;Ar-Ar;146
609;Markt_Gr;South_Africa;22.3652;-30.2555;Perovskite;U-Th-Pb;146
626;Koidu_Pipe-01;South_Africa;-10.9722;8.6311;Phlogopite;Ar-Ar;143
627;Melton_Wold;South_Africa;22.7397;-31.5019;Perovskite;U-Th-Pb;143
633;Skietkop;South_Africa;22.8072;-31.4992;Perovskite;U-Th-Pb;140
634;Tongu_Panguma_Dykes;South_Africa;-11.0833;8.2167;Phlogopite;K-Ar;140
642;Taaiboschkuil;South_Africa;26.5544;-25.1767;Phlogopite/Biotite;Ar-Ar;139
648;Syferfontein;South_Africa;26.5005;-25.8122;Phlogopite/Biotite;Rb-Sr;138
654;Rietfontein;South_Africa;26.8361;-26.7417;Perovskite;U-Th-Pb;135
690;De_Paarl;South_Africa;26.7722;-24.9111;Phlogopite/Biotite;Rb-Sr;129
711;Welgevonden-01;South_Africa;22.9114;-30.09;Whole_Rock+Mineral;Rb-Sr;122
719;Bon_Ami;South_Africa;25.19679;-29.32006;Perovskite;U-Th-Pb;120
722;Jonkerwater-01;South_Africa;22.6361;-30.1778;Whole_Rock+Mineral;Rb-Sr;119
725;Jonkerwater-01;South_Africa;22.6361;-30.1778;Perovskite;U-Th-Pb;118
726;Middlewater-01;South_Africa;22.7544;-30.1694;Whole_Rock+Mineral;Rb-Sr;118
729;Kalkput;South_Africa;22.7639;-30.4478;Zircon;U-Th-Pb;117
730;Mayeng-01;South_Africa;24.6361;-28.15;Phlogopite;Rb-Sr;117
731;Shylock;South_Africa;27.06046;-25.54779;Perovskite;U-Th-Pb;117
735;Sweetput_Soutput_Gr;South_Africa;23.5042;-30.2506;Whole_Rock+Mineral;Rb-Sr;116
736;Mpulis_Well;South_Africa;24.6861;-28.1514;Perovskite;U-Th-Pb;115
739;Witberg;South_Africa;22.3454;-29.1852;Phlogopite/Biotite;Rb-Sr;114
743;Dutoitspan-01;South_Africa;24.7989;-28.7604;Phlogopite/Biotite;Rb-Sr;112
744;Longlands;South_Africa;24.3889;-28.4267;Zircon;U-Th-Pb;112
747;Koffiefontein;South_Africa;24.9925;-29.4168;Perovskite;U-Th-Pb;111
750;Eendekuil;South_Africa;20.9364;-32.2447;Phlogopite/Biotite;Rb-Sr;109
751;Morester_NE;South_Africa;24.5136;-28.1681;Perovskite;U-Th-Pb;109
756;Ebenhaezer;South_Africa;24.98808;-29.40945;Perovskite;U-Th-Pb;105
757;Koppieskraal-03;South_Africa;18.46019;-29.9478;Perovskite;U-Th-Pb;105
759;Tembani_Ranch;South_Africa;31.7478;-28.6339;Perovskite;U-Th-Pb;104
762;Emtilombo;South_Africa;31.5417;-28.85;Perovskite;U-Th-Pb;103
763;Pampoenpoort_Gr;South_Africa;22.7156;-31.1017;Whole_Rock+Mineral;Rb-Sr;103
765;Uintjiesberg_Gr;South_Africa;22.5392;-30.8183;Zircon;U-Th-Pb;102
766;X085;South_Africa;24.0236;-28.4583;Perovskite;U-Th-Pb;102
773;Klein_Arendskraal;South_Africa;24.6186;-30.3317;Perovskite;U-Th-Pb;101
774;Uintjiesberg_Gr;South_Africa;22.5392;-30.8183;Whole_Rock+Mineral;Rb-Sr;101
775;Ebenhaezer;South_Africa;24.98808;-29.40945;Perovskite;U-Th-Pb;101
781;X085;South_Africa;24.02396;-28.4611;Perovskite;U-Th-Pb;100
782;Kaalvallei_Gr;South_Africa;26.82881;-28.03544;Perovskite;U-Th-Pb;100
791;Palmietgat_Central;South_Africa;28.3769;-25.1053;Perovskite;U-Th-Pb;99
800;Klipfontein-07;South_Africa;24.981;-29.3959;Perovskite;U-Th-Pb;97
801;Uintjiesberg_Gr;South_Africa;22.5392;-30.8183;Perovskite;U-Th-Pb;97
808;Witpoort;South_Africa;26.6181;-26.7528;Perovskite;U-Th-Pb;96
815;Goedgevonden;South_Africa;26.7556;-26.6736;Perovskite;U-Th-Pb;95
816;Koidu_Yengema_Dykes;South_Africa;-10.9833;8.6333;Phlogopite/Biotite;Rb-Sr;95
818;Jagersfontein;South_Africa;25.419;-29.7623;Perovskite;U-Th-Pb;95
822;Bluegum;South_Africa;26.93464;-28.03131;Perovskite;U-Th-Pb;94
829;Leicester;South_Africa;24.6528;-28.3708;Zircon;U-Th-Pb;94
834;Leicester;South_Africa;24.6528;-28.3708;Perovskite;U-Th-Pb;93
847;Kaalvallei_Gr;South_Africa;26.82881;-28.03544;Zircon;U-Th-Pb;92
848;Kaalvallei_Gr;South_Africa;26.82881;-28.03544;Zircon;U-Pb;92
849;Palmietfontein-01;South_Africa;26.9558;-25.3058;Zircon;U-Th-Pb;92
850;Wolfkraal-01;South_Africa;18.50408;-30.99964;Perovskite;U-Th-Pb;92
851;Wesselton;South_Africa;24.8298;-28.7697;Perovskite;U-Th-Pb;92
856;Elbrinxen;South_Africa;27.07156;-26.87941;Perovskite;U-Th-Pb;91
857;Jaagfontein-01;South_Africa;24.2594;-31.0047;Phlogopite/Biotite;Rb-Sr;91
858;Jagersfontein;South_Africa;25.419;-29.7623;Phlogopite/Biotite;Ar-Ar;91
859;Rietfontein;South_Africa;26.8361;-26.7417;Whole_Rock+Mineral;Rb-Sr;91
860;Wesselton;South_Africa;24.8298;-28.7697;Perovskite;U-Th-Pb;91
861;Wesselton;South_Africa;24.8298;-28.7697;Perovskite;U-Th-Pb;91
863;X088;South_Africa;24.03146;-28.4282;Perovskite;U-Th-Pb;91
864;Koffiefontein;South_Africa;24.9925;-29.4168;Zircon;U-Th-Pb;90
866;Monastery;South_Africa;27.4222;-28.8111;Phlogopite/Biotite;K-Ar;90
867;Wesselton;South_Africa;24.8298;-28.7697;Perovskite;U-Th-Pb;90
868;Wesselton;South_Africa;24.8298;-28.7697;Perovskite;U-Th-Pb;90
869;Boschkop;South_Africa;24.76487;-30.42029;Perovskite;U-Th-Pb;90
871;Barkly_Commonage-02;South_Africa;24.483;-28.532;Zircon;U-Th-Pb;89
874;Vaal_Dam-01;South_Africa;28.2781;-26.8914;Phlogopite/Biotite;Rb-Sr;89
875;Wesselton;South_Africa;24.8298;-28.7697;Perovskite;U-Th-Pb;89
876;Wesselton;South_Africa;24.8298;-28.7697;Perovskite;U-Th-Pb;89
879;Monastery;South_Africa;27.4222;-28.8111;Perovskite;U-Th-Pb;89
880;X087;South_Africa;24.04786;-28.4351;Perovskite;U-Th-Pb;89
881;Monastery;South_Africa;27.4222;-28.8111;Zircon;U-Th-Pb;88
883;Monastery;South_Africa;27.4222;-28.8111;Phlogopite;Rb-Sr;88
893;Benfontein;South_Africa;24.83591;-28.81856;Perovskite;U-Th-Pb;88
894;De_Beers;South_Africa;24.7764;-28.7389;Phlogopite/Biotite;Rb-Sr;88
895;Dutoitspan-01;South_Africa;24.7989;-28.7604;Phlogopite/Biotite;Rb-Sr;88
896;President_Steyn;South_Africa;26.79184;-28.02684;Phlogopite/Biotite;Rb-Sr;88
899;Buffelsboutfontein;South_Africa;25.55926;-29.83796;Perovskite;U-Th-Pb;88
903;De_Beers;South_Africa;24.7764;-28.7389;Perovskite;U-Th-Pb;87
915;Kamfersdam_Gr;South_Africa;24.72525;-28.69196;Zircon;U-Th-Pb;87
916;Kimberley;South_Africa;24.7525;-28.7406;Phlogopite/Biotite;Rb-Sr;87
917;Wesselton;South_Africa;24.8298;-28.7697;Perovskite;U-Th-Pb;87
919;Free_State_Saaiplaas;South_Africa;26.83615;-28.03539;Whole_Rock+Mineral;Rb-Sr;87
925;Benfontein;South_Africa;24.83591;-28.81856;Perovskite;U-Th-Pb;86
926;Benfontein;South_Africa;24.83591;-28.81856;Phlogopite/Biotite;Rb-Sr;86
927;Bodabeep;South_Africa;18.39018;-29.8522;Perovskite;U-Th-Pb;86
928;Erasmushope;South_Africa;25.155;-29.2261;Phlogopite/Biotite;Rb-Sr;86
929;Jagersfontein;South_Africa;25.419;-29.7623;Phlogopite/Biotite;Rb-Sr;86
930;Leicester;South_Africa;24.6528;-28.3708;Phlogopite/Biotite;Rb-Sr;86
938;Goedgevonden;South_Africa;26.7556;-26.6736;Perovskite;U-Th-Pb;85
939;Kaalvallei_Gr;South_Africa;26.82881;-28.03544;Whole_Rock+Mineral;Rb-Sr;85
940;Vaal_Dam-01;South_Africa;28.2781;-26.8914;Perovskite;U-Th-Pb;85
941;Russell;South_Africa;24.49647;-28.5393;Zircon;U-Th-Pb;85
943;Roodepan-01;South_Africa;24.69779;-28.6551;Zircon;U-Th-Pb;85
944;Phoenix-01;South_Africa;24.78068;-28.5298;Zircon;U-Th-Pb;84
949;Bultfontein-01;South_Africa;24.7916;-28.7693;Phlogopite/Biotite;Rb-Sr;84
950;Dutoitspan-01;South_Africa;24.7989;-28.7604;Zircon;U-Th-Pb;84
954;De_Beers;South_Africa;24.7764;-28.7389;Perovskite;U-Th-Pb;83
955;Free_State_Saaiplaas;South_Africa;26.83615;-28.03539;Perovskite;U-Th-Pb;82
958;Abbotsford_Gr;South_Africa;28.833;-30.467;Perovskite;U-Th-Pb;82
959;Beyersfontein;South_Africa;22.5394;-31.0342;Zircon;U-Th-Pb;82
961;Andriesfontein;South_Africa;24.61037;-30.95966;Perovskite;U-Th-Pb;82
962;Goedehoop;South_Africa;24.41236;-30.82807;Perovskite;U-Th-Pb;82
966;Emtilombo;South_Africa;31.5417;-28.85;Phlogopite/Biotite;Rb-Sr;81
967;Klein_Arendskraal;South_Africa;24.6186;-30.3317;Phlogopite/Biotite;Rb-Sr;81
968;Koppieskraal-02;South_Africa;18.46019;-29.9478;Perovskite;U-Th-Pb;81
969;Wesselton;South_Africa;24.8298;-28.7697;Phlogopite/Biotite;Rb-Sr;81
975;Mckenzies_Post-01;South_Africa;22.2806;-26.4683;Zircon;U-Th-Pb;80
976;Tembani_Ranch;South_Africa;31.7478;-28.6339;Phlogopite/Biotite;Rb-Sr;80
983;Erasmushope;South_Africa;25.155;-29.2261;Phlogopite/Biotite;Rb-Sr;79
986;Hoedkop;South_Africa;18.6933;-29.28753;Perovskite;U-Th-Pb;79
988;Biesjes_Fontein-01;South_Africa;17.9658;-30.9842;Perovskite;U-Th-Pb;78
992;Vetlaagte;South_Africa;24.0922;-30.6614;Perovskite;U-Th-Pb;78
994;Swartheuvel_Gr;South_Africa;18.4319;-29.8611;Whole_Rock;K-Ar;77
998;Hebron_Gr;South_Africa;22.56;-31.265;Perovskite;U-Th-Pb;76
1001;Hardie;South_Africa;20.7889;-32.5128;Whole_Rock;K-Ar;76
1003;Morester-02;South_Africa;26.63294;-26.62552;Perovskite;U-Th-Pb;75
1006;Hartebeesfontein;South_Africa;29.31903;-24.22208;Phlogopite/Biotite;Rb-Sr;75
1007;Saltpetrekop;South_Africa;20.8428;-32.4731;Phlogopite/Biotite;K-Ar;75
1009;Nouzees-01;South_Africa;19.52642;-29.21134;Perovskite;U-Th-Pb;74
1015;Britstown_Gr;South_Africa;23.5006;-30.59;Whole_Rock+Mineral;Rb-Sr;74
1016;Hebron_Gr;South_Africa;22.56;-31.265;Whole_Rock+Mineral;Rb-Sr;74
1021;Lekkerfontein;South_Africa;24.63627;-30.3461;Perovskite;U-Th-Pb;73
1028;Rietfontein;South_Africa;20.0383;-26.7456;Zircon;U-Th-Pb;72
1038;Riembreek;South_Africa;18.4247;-30.1194;Zircon;U-Th-Pb;69
1040;Sutherland_Commonage;South_Africa;20.6447;-32.3897;Perovskite;U-Th-Pb;68
1042;Bok_Puts_Gr;South_Africa;18.4628;-30.1872;Zircon;U-Th-Pb;68
1043;Lushof_Gr;South_Africa;23.0164;-30.7983;Zircon;U-Th-Pb;68
1048;Sutherland_Commonage;South_Africa;20.6447;-32.3897;Perovskite;U-Th-Pb;66
1049;Sutherland_Commonage;South_Africa;20.6447;-32.3897;Whole_Rock+Mineral;Rb-Sr;66
1056;Robertson;South_Africa;19.9931;-33.8783;Whole_Rock;K-Ar;64
1059;Melkfontein;South_Africa;29.0769;-30.5003;Zircon;U-Th-Pb;63
1060;Spiegel_River;South_Africa;21.0647;-34.0378;Whole_Rock;K-Ar;63
1062;Platbakkies;South_Africa;18.4808;-30.28;Zircon;Fission_Track;62
1067;Biesjes_Fontein-01;South_Africa;17.9658;-30.9842;Perovskite;U-Th-Pb;60
1076;Spioenkop;South_Africa;28.2878;-28.6397;Whole_Rock;K-Ar;59
1086;Biesjes_Fontein-01;South_Africa;17.9658;-30.9842;Whole_Rock;K-Ar;56
1095;Biesjes_Fontein-01;South_Africa;17.9658;-30.9842;Perovskite;U-Th-Pb;55
1096;Kap_Kap;South_Africa;18.4269;-30.2192;Zircon;U-Th-Pb;54
1109;Mostertsvlei-02;South_Africa;18.14217;-30.77835;Zircon;U-Th-Pb;52
2;Silvery_Home_Gr;South_Africa;22.2601;-31.5127;Perovskite;U-Th-Pb;183
3;Rusland-01;South_Africa;29.1931;-24.2639;Perovskite;U-Th-Pb;181
4;Droogfontein-01;South_Africa;22.2692;-31.6474;Perovskite;U-Th-Pb;168
5;Dullstroom-02;South_Africa;30.1067;-25.5322;Phlogopite/Biotite;Rb-Sr;165
6;Melton_Wold;South_Africa;22.7397;-31.5019;Perovskite;U-Th-Pb;163
7;Voorspoed-01;South_Africa;27.2036;-27.3989;Phlogopite;Ar-Ar;159
8;Stieniesrus;South_Africa;26.7024;-28.3147;Perovskite;U-Th-Pb;147
9;Lace;South_Africa;27.1278;-27.4433;Whole_Rock+Mineral;Rb-Sr;145
10;Swartruggens_01;South_Africa;26.6525;-25.5917;Phlogopite;Ar-Ar;145
11;Swartruggens_01;South_Africa;26.6525;-25.5917;Whole_Rock+Mineral;Rb-Sr;144
12;Impala_Platinum_Mines;South_Africa;27.2167;-25.6167;Whole_Rock+Mineral;Rb-Sr;141
13;Stieniesrus;South_Africa;26.7024;-28.3147;Phlogopite;Ar-Ar;140
14;Dundee-58;South_Africa;27.1955;-29.3404;Perovskite;U-Th-Pb;138
15;Stieniesrus;South_Africa;26.7024;-28.3147;Whole_Rock+Mineral;Rb-Sr;135
16;Stieniesrus;South_Africa;26.7024;-28.3147;Phlogopite;Ar-Ar;135
17;Salpetrepan-01;South_Africa;24.5467;-29.2458;Phlogopite;Ar-Ar;134
18;Lace;South_Africa;27.1278;-27.4433;Phlogopite;Ar-Ar;134
19;Besterskraal_N;South_Africa;27.0597;-27.4489;Phlogopite;Ar-Ar;133
20;Blaauwbosch;South_Africa;25.4574;-28.5573;Phlogopite/Biotite;Rb-Sr;133
21;Voorspoed-01;South_Africa;27.2036;-27.3989;Phlogopite;Ar-Ar;132
22;New_Elands;South_Africa;25.4942;-28.51;Phlogopite/Biotite;Rb-Sr;128
23;Roberts_Victor;South_Africa;25.5596;-28.4912;Phlogopite/Biotite;Rb-Sr;128
24;Roberts_Victor;South_Africa;25.5596;-28.4912;Phlogopite/Biotite;Rb-Sr;128
25;Finsch;South_Africa;23.445;-28.385;Phlogopite;Ar-Ar;127
26;Finsch;South_Africa;23.4445;-28.3854;Perovskite;U-Th-Pb;126
27;X007;South_Africa;23.9504;-27.9425;Perovskite;U-Th-Pb;126
28;Lace;South_Africa;27.1278;-27.4433;Perovskite;U-Th-Pb;125
29;Rowden;South_Africa;25.0266;-28.6169;Perovskite;U-Th-Pb;125
30;Sanddrift;South_Africa;22.9329;-29.5107;Whole_Rock+Mineral;Rb-Sr;125
31;Zoet_En_Zuur;South_Africa;25.4931;-28.5158;Phlogopite;K-Ar;125
32;Blaauwbosch;South_Africa;25.4574;-28.5573;Whole_Rock+Mineral;Rb-Sr;124
33;Roberts_Victor;South_Africa;25.5596;-28.4912;Phlogopite/Biotite;Rb-Sr;124
34;Star_GR;South_Africa;26.7951;-28.3183;Phlogopite;K-Ar;124
35;New_Elands;South_Africa;25.4942;-28.51;Phlogopite/Biotite;Rb-Sr;123
36;X035;South_Africa;23.6953;-28.3621;Whole_Rock+Mineral;Rb-Sr;122
37;X045;South_Africa;23.9167;-28.1611;Whole_Rock+Mineral;Rb-Sr;122
38;Makganyene;South_Africa;22.9197;-28.1522;Whole_Rock+Mineral;Rb-Sr;121
39;Witberg_East;South_Africa;22.3456;-29.1857;Perovskite;U-Th-Pb;121
40;New_Elands;South_Africa;25.4942;-28.51;Phlogopite;Ar-Ar;120
41;Poortjie;South_Africa;24.2908;-28.0139;Phlogopite/Biotite;Rb-Sr;120
42;Aarons_Prospect;South_Africa;24.5859;-28.6465;Phlogopite;Ar-Ar;119
43;Bellsbank_Gr;South_Africa;24.4017;-28.0913;Whole_Rock+Mineral;Rb-Sr;119
44;Postmas-02;South_Africa;23.1086;-28.2772;Phlogopite;Ar-Ar;119
45;X165;South_Africa;23.6437;-28.1821;Phlogopite;Ar-Ar;119
46;Finsch;South_Africa;23.4445;-28.3854;Whole_Rock+Mineral;Rb-Sr;118
47;Witberg_East;South_Africa;22.3456;-29.1857;Whole_Rock+Mineral;Rb-Sr;118
48;X045;South_Africa;23.919;-28.161;Phlogopite;Ar-Ar;118
49;Mullersvlei;South_Africa;26.8309;-28.3126;Perovskite;U-Th-Pb;117
50;Bellsbank_Gr;South_Africa;24.4017;-28.0913;Perovskite;U-Th-Pb;115
51;Bellsbank_Gr;South_Africa;24.4017;-28.0913;Whole_Rock+Mineral;Rb-Sr;114
52;Frank_Smith_Gr;South_Africa;24.5151;-28.2457;Whole_Rock+Mineral;Rb-Sr;114
53;Newlands_Gr;South_Africa;24.3981;-28.3506;Whole_Rock+Mineral;Rb-Sr;114
54;Doornkloof_Sover;South_Africa;24.5061;-28.2112;Phlogopite/Biotite;Rb-Sr;113
55;Frank_Smith_Gr;South_Africa;24.5151;-28.2457;Zircon;U-Th-Pb;111
467;Dokolwayo-02;Swaziland;31.6381;-26.1353;Phlogopite/Biotite;Rb-Sr;203
1;Dokolwayo-02;Swaziland;31.6381;-26.1353;Phlogopite/Biotite;Rb-Sr;203
67;Kalix_Group;Sweden;23.1667;65.8667;Phlogopite/Biotite;K-Ar;1142
233;Avike;Sweden;17.5;62.88;Phlogopite;K-Ar;542
240;Naset;Sweden;17.4694;62.4625;Phlogopite/Biotite;K-Ar;537
62;Itanana;Tanzania;32.9037;-4.1837;Phlogopite;Ar-Ar;1149
90;Bubiki;Tanzania;33.3429;-3.3759;Phlogopite;Ar-Ar;1115
98;Songwa-02;Tanzania;33.5377;-3.5242;Phlogopite;Ar-Ar;1105
117;Bubiki;Tanzania;33.3429;-3.3759;Phlogopite;Rb-Sr;1097
148;Itanana;Tanzania;32.9037;-4.1837;Perovskite;U-Th-Pb;1083
182;Isuli;Tanzania;33.7666;-5.2833;GAR;Ar-Ar;667
979;Isuli;Tanzania;33.7666;-5.2833;Perovskite;U-Th-Pb;80
1044;X289;Tanzania;33.7295;-3.5508;Perovskite;U-Th-Pb;68
1051;X015;Tanzania;32.9695;-3.9128;Phlogopite;Ar-Ar;65
1070;Negezi-02;Tanzania;33.6514;-3.6367;Perovskite;U-Th-Pb;60
1071;Sultan;Tanzania;33.4173;-3.7074;Clinopyroxene;Ar-Ar;60
1072;X286;Tanzania;33.7182;-3.5472;Perovskite;U-Th-Pb;60
1082;X315;Tanzania;33.4719;-3.6139;Perovskite;U-Th-Pb;57
1097;80K1;Tanzania;33.235;-4.139;Zircon;Fission_Track;54
1098;Usongo;Tanzania;33.235;-4.139;Zircon;U-Th-Pb;54
1107;Mwadui;Tanzania;33.6077;-3.5145;Zircon;Fission_Track;52
1113;Loya-01;Tanzania;33.75;-4.75;Zircon;U-Th-Pb;51
1114;X051;Tanzania;33.5468;-4.0922;Perovskite;U-Th-Pb;51
1124;X073;Tanzania;33.4244;-4.065;Perovskite;U-Th-Pb;47
1125;Blarangetti-02;Tanzania;34.2667;-5.0833;Zircon;Ar-Ar;46
1127;Kikhomango;Tanzania;34.525;-5.2233;Perovskite;U-Th-Pb;44
1131;Mparinga-02;Tanzania;33.4775;-4.8175;Zircon;U-Th-Pb;27
1133;Igwisi_Hills;Tanzania;31.9167;-4.8667;Olivine;He-Exposure;0
37;Sloan-01;USA;-105.4533;40.8433;Phlogopite/Biotite;K-Ar;1350
168;Dow-02;USA;-88.163;46.0494;Phlogopite/Biotite;Rb-Sr;793
190;Chicken_Park-01;USA;-105.5344;40.8664;Perovskite;U-Th-Pb;615
194;George_Creek;USA;-105.7014;40.8908;Phlogopite;Rb-Sr;600
316;Estes_Park_Dykes;USA;-105.5186;40.3289;Phlogopite/Biotite;Rb-Sr;404
320;Kidwell-26;USA;-90.2014;37.7439;Phlogopite/Biotite;K-Ar;397
326;Avon;USA;-90.3153;37.8178;Phlogopite/Biotite;K-Ar;388
330;Kidwell-31;USA;-90.1981;37.7347;Phlogopite/Biotite;K-Ar;385
344;Schaffer-03;USA;-105.47;41.0056;Zircon;Fission_Track;377
384;Iron_Mountain-53;USA;-105.2067;41.6497;Phlogopite/Biotite;Rb-Sr;326
392;Hicks_Dome_Plug;USA;-88.3667;37.5344;Amphibole;K-Ar;288
394;Ison_Creek_West;USA;-82.9833;38.1;Phlogopite/Biotite;K-Ar;286
396;Ison_Creek_East;USA;-83;38.1167;Phlogopite/Biotite;K-Ar;270
404;Rosiclare_Dykes;USA;-88.3333;37.4417;Amphibole;K-Ar;252
485;Lake_Ellen;USA;-88.1035;46.1031;Phlogopite;Rb-Sr;186
505;Ithaca_Group;USA;-77;42.5;Whole_Rock;K-Ar;176
565;Portland_Point_Quarry;USA;-76.5183;42.5333;Phlogopite;K-Ar;155
569;Dyke-3_Power_plant;USA;-74.73333;43.01889;Phlogopite/Biotite;K-Ar;154
590;Manneheim_Dyke;USA;-77;42.5;Phlogopite/Biotite;K-Ar;150
591;Masontown;USA;-79.9667;39.9667;Phlogopite;Ar-Ar;150
601;Glenwood_Creek_dyke;USA;-76.5467;42.4936;Perovskite;U-Th-Pb;148
610;Cascadilla;USA;-76.4883;42.4442;Whole_Rock;K-Ar;146
611;Ithaca_Reservoir;USA;-76.453;42.4102;Phlogopite;Rb-Sr;146
612;Williams_Brook_Dyke;USA;-76.5239;42.4583;Perovskite;U-Th-Pb;146
631;Ludlowville_Dykes;USA;-76.535;42.5522;Phlogopite/Biotite;Rb-Sr;141
635;Frontegnac_Creek_Dykes;USA;-76.6367;42.55;Whole_Rock;K-Ar;140
684;De_Wit_Dyke;USA;-76.0733;42.9744;Whole_Rock;K-Ar;130
692;Euclid_Ave_Dyke;USA;-77;42.5;Whole_Rock;K-Ar;128
705;Clintonville_Dyke;USA;-76.3436;42.9344;Whole_Rock;K-Ar;125
720;Taughannock_Creek-03;USA;-76.6133;42.5333;Phlogopite;K-Ar;120
737;Bala;USA;-96.9225;39.3052;Apatite;Fission_Track;115
745;Stockdale;USA;-96.7244;39.3414;Apatite;Fission_Track;112
760;Leonardville;USA;-96.8614;39.3283;Whole_Rock+Mineral;Rb-Sr;104
817;Winkler;USA;-96.8203;39.49;Phlogopite;K-Ar;95
877;Dixonville;USA;-79.0333;40.6667;Whole_Rock+Mineral;Rb-Sr;89
995;Green_Mountain;USA;-105.3011;39.9794;Apatite;Fission_Track;77
1108;Zortman-01;USA;-108.5175;47.9153;Phlogopite;K-Ar;52
1111;Yellow_Water_Rerservoir-02;USA;-108.4783;46.9236;Phlogopite;Ar-Ar;51
1115;Burnt_Wagon;USA;-108.9638;47.8888;Phlogopite/Biotite;K-Ar;51
1116;Snoose_Creek-03;USA;-108.5628;46.9842;Phlogopite;Ar-Ar;50
1117;Winnet_Sill_N;USA;-108.5867;47.0075;Phlogopite;Ar-Ar;50
1118;Teigen-09;USA;-108.5714;47.0961;Phlogopite;Ar-Ar;50
1120;Haystack_Butte;USA;-110.2217;47.6375;Phlogopite/Biotite;K-Ar;48
1121;Williams-01;USA;-108.6908;47.8539;Phlogopite/Biotite;K-Ar;48
175;Guaniamo-01;Venezuela;-65.8155;6.3627;Phlogopite;Rb-Sr;712
